0.500000	9.117427	0.031721	
0.600000	8.925886	0.045397	
0.700000	8.247393	0.064755	
0.800000	7.063192	0.040034	
0.900000	5.403548	0.023169	
1.000000	3.686260	0.015950	
1.100000	2.497022	0.005766	
1.200000	1.893143	0.008029	
1.300000	1.554630	0.004169	
1.400000	1.354955	0.012695	
1.500000	1.192765	0.000967	
