100       28.396673      0.001482
10       28.680458      0.000722
11       28.677023      0.002142
12       28.667492      0.002192
15       28.643252      0.000814
1       27.060795      0.003222
20       28.600711      0.000973
25       28.556370      0.001228
2       27.782627      0.004028
30       28.517029      0.001372
3       28.381334      0.003564
40       28.459687      0.001504
4       28.599812      0.003954
5       28.663196      0.001970
60       28.415916      0.001264
6       28.689501      0.001956
7       28.693060      0.002046
80       28.403489      0.001095
8       28.693558      0.001950
9       28.686548      0.002028
