1 0.4211941 0.0001629
10 0.0359238 0.0000417
100 0.0000063 0.0000812
11 0.0342980 0.0001248
12 0.0327130 0.0001267
15 0.0280447 0.0000507
2 0.1984055 0.0002261
20 0.0211034 0.0000606
25 0.0150771 0.0000824
3 0.1090709 0.0002013
30 0.0103807 0.0001054
4 0.0700329 0.0002236
40 0.0042933 0.0001093
5 0.0534407 0.0001092
6 0.0460744 0.0001064
60 0.0005959 0.0000712
7 0.0422077 0.0001157
8 0.0396918 0.0001090
80 0.0000776 0.0000746
9 0.0377179 0.0001144
